FinCoNo,FinPrdtCd,KorCoNm,FinPrdtNm,LoanLmt,RpayTypeNm,LendRateTypeNm,LendRateMin,LendRateMax,LendRateAvg,MonRepayAvg,ContactDepartment,HompUrl,CalTel,JoinWay,LoanInciExpn,ErlyRpayFee,DlyRate,직업,학습,건강,관계,주거,사회참여,여가,재무
10001,10561,우리은행,우리전세론(주택금융보증),최대2.2억원,원금분할상환,변동금리,3.02%,3.22%,2.92%,"4,293,403","개인고객부, 02-2002-5391부동산금융부, 02-2002-3319",https://spot.wooribank.com/pot/Dream?withyou=po,15885000,"영업점,모집인",-인지세:해당세액의50%(대출금액5천만원이하시없음)-주택신보출연료:0.16~0.20%-주택신보보증료:연0.12~연0.40%,-고정금리:주택상환금액×0.7%×(대출잔액일수÷3년)-변동금리:주택상환금액×0.6%×(대출잔액일수÷3년),-적용금리+3%(최고연체이자율:12%),0,0,0,0,50,0,0,50
10927,KB200400000001,국민은행,KB플러스전세자금대출,5억원,만기일시상환,변동금리,3.03%,4.23%,3.04%,"4,420,000","(예금)수신상품부, 02-2073-5424(대출)개인여신부, 02-2073-5496",http://www.kbstar.com,15889999,"영업점,모집인",ㅇ인지세:해당세액의50%ㅇ질권설정통지수수료:3만원,중도상환금액×0.6%×(대출잔여일수÷3년),대출금리+3.0%최고연체이자율:15%,0,0,0,0,50,0,0,50
10927,KB200400000001,국민은행,KB플러스전세자금대출,5억원,원리금분할상환,변동금리,3.03%,4.23%,3.02%,"4,299,006","(예금)수신상품부, 02-2073-5424(대출)개인여신부, 02-2073-5496",http://www.kbstar.com,15889999,"영업점,모집인",ㅇ인지세:해당세액의50%ㅇ질권설정통지수수료:3만원,중도상환금액×0.6%×(대출잔여일수÷3년),대출금리+3.0%최고연체이자율:15%,0,0,0,0,50,0,0,50
10927,KB200400000001,국민은행,KB플러스전세자금대출,5억원,원금분할상환,변동금리,3.03%,4.23%,3.02%,"4,297,743","(예금)수신상품부, 02-2073-5424(대출)개인여신부, 02-2073-5496",http://www.kbstar.com,15889999,"영업점,모집인",ㅇ인지세:해당세액의50%ㅇ질권설정통지수수료:3만원,중도상환금액×0.6%×(대출잔여일수÷3년),대출금리+3.0%최고연체이자율:15%,0,0,0,0,50,0,0,50
10628,4354,롯데손해보험주식회사,롯데손해보험전세자금대출,-최대3억원[한도상세]-공공임대:임차보증금의최대95%까지-일반전세:임차보증금의최대80%까지,만기일시상환,고정금리,3.08%,4.18%,3.50%,"4,458,334","개인여신센터, 02-3455-3276",http://www.lotteins.co.kr,15883344,모집인,-인지세:인지세법에의하여발생하는인지세의50%고객부담-대환비용:타사전세대출대환시건당55천원-근저당권말소비:선순위근저당권말소시건당50천원,"[중도상환수수료율]-만기전상환시상환원금의1.0%(단,만기3개월이내상환시면제)-당사전세자금대출3년이상이용고객에한하여면제[산정방식]-중도상환수수료=중도상환금액x중도상환수수료율(1.0%)x(대출잔여일수÷대출기간총일수)","-1개월이하:약정이자율+3%,-1개월초과:약정이자율+3%(최고연체이자율:7.68%)",0,0,0,0,50,0,0,50
11625,WR0001A,신한은행,신한전세대출(주택금융공사),-최대:222백만원,원리금분할상환,변동금리,3.08%,3.98%,3.11%,"4,302,988",개인고객부 02-2151-3536(수신)개인고객부 02-2151-2757(여신),http://www.shinhan.com,15778000,"영업점,모집인",-질권설정통지수수료-인지세:해당세액의50%(대출금액5천만원이하시없음),"-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리0.8%,변동금리0.7%)*(대출잔여일수/대출기간)",-1개월이내:대출금리+3%-3개월이내:대출금리+3%-3개월초과:대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
11625,WR0001A,신한은행,신한전세대출(주택금융공사),-최대:222백만원,원금분할상환,변동금리,3.08%,3.98%,3.11%,"4,301,649",개인고객부 02-2151-3536(수신)개인고객부 02-2151-2757(여신),http://www.shinhan.com,15778000,"영업점,모집인",-질권설정통지수수료-인지세:해당세액의50%(대출금액5천만원이하시없음),"-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리0.8%,변동금리0.7%)*(대출잔여일수/대출기간)",-1개월이내:대출금리+3%-3개월이내:대출금리+3%-3개월초과:대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
10594,ABLKeymoney1,에이비엘생명보험주식회사,ABL전세자금대출,3억원,만기일시상환,고정금리,3.09%,3.69%,3.01%,"4,417,500","자산운용전략부, 02-3787-7886",https://www.abllife.co.kr/,1588-6500,"영업점,모집인",*인지세:대출금액에따라부과되는인지세의1/2,1.중도상환수수료율:대출기간내1.5%2.산정방식:(중도상환금액*수수료율*부과기간잔여일수)/부과기간일수3.잔여기간3개월이내면제,*연체이자율:정상이자율+3%,0,0,0,0,50,0,0,50
13909,0300326201001,하나은행,우량주택전세론,500백만원,원리금분할상환,변동금리,3.09%,4.49%,3.27%,"4,310,074",가계수신(예금) 02-2002-1184(Daily Banking본부)가계여신(대출) 02-2002-1249(Borrowing본부),http://www.hanabank.com,15991111,"영업점,모집인","1.인지세:50%2.질권설정통지비용:30,000원",중도상환금액×0.7%×(대출잔여일수÷대출기간)※대출기간:대출약정일로최장3년,적용금리+3%(최고15%),0,0,0,0,50,0,0,50
13909,0300326201001,하나은행,우량주택전세론,500백만원,원금분할상환,변동금리,3.09%,4.49%,3.27%,"4,308,594",가계수신(예금) 02-2002-1184(Daily Banking본부)가계여신(대출) 02-2002-1249(Borrowing본부),http://www.hanabank.com,15991111,"영업점,모집인","1.인지세:50%2.질권설정통지비용:30,000원",중도상환금액×0.7%×(대출잔여일수÷대출기간)※대출기간:대출약정일로최장3년,적용금리+3%(최고15%),0,0,0,0,50,0,0,50
14807,1188,수협은행,Sh전세금안심대출,최대4.5억원,만기일시상환,변동금리,3.10%,3.30%,2.97%,"4,414,167","개인금융부(수신), 02-2240-0391개인금융부(여신), 02-2240-0273",http://www.suhyup-bank.com,15881515,"영업점,모집인",1.인지세:해당세액의50%2.주택신보보증료,중도상환금액X수수료율*X(대출잔여일수/대출기간**)*0.6%(고정금리인경우0.7%)**대출기간이3년을초과하는경우3년,대출금리+연3%(최고:연15%),0,0,0,0,50,0,0,50
10633,300018,삼성화재해상보험주식회사,삼성전세론,"min(보증금80%,시세80%)(단,공공임대건은보증금95%)",만기일시상환,변동금리,3.11%,5.01%,3.86%,"4,488,334","융자기획파트,02-758-7231대출상담,1588-7444",http://www.samsungfire.com,15885114,"영업점,모집인",인지세(50%)질권통지비용,"1.3%,1.5%,1.8%,2%중도상환금액×수수료율×잔여부과일/총부과일",대출금리+3%최고17%한도,0,0,0,0,50,0,0,50
14807,1170,수협은행,Sh전세보증대출(서울보증보험),최대5억원,만기일시상환,변동금리,3.11%,3.31%,2.97%,"4,414,167","개인금융부(수신), 02-2240-0391개인금융부(여신), 02-2240-0273",http://www.suhyup-bank.com,15881515,"영업점,모집인","1.인지세:해당세액의50%2.질권설정에대한통지비용:40,000원",중도상환금액X수수료율*X(대출잔여일수/대출기간**)*0.6%(고정금리인경우0.7%)**대출기간이3년을초과하는경우3년,대출금리+연3%(최고:연15%),0,0,0,0,50,0,0,50
11625,WR0001A,신한은행,신한전세대출(주택금융공사),-최대:222백만원,만기일시상환,변동금리,3.11%,4.01%,3.12%,"4,426,667",개인고객부 02-2151-3536(수신)개인고객부 02-2151-2757(여신),http://www.shinhan.com,15778000,"영업점,모집인",-질권설정통지수수료-인지세:해당세액의50%(대출금액5천만원이하시없음),"-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리0.8%,변동금리0.7%)*(대출잔여일수/대출기간)",-1개월이내:대출금리+3%-3개월이내:대출금리+3%-3개월초과:대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
10001,10562,우리은행,우리전세론(서울보증),최대5억원,원리금분할상환,변동금리,3.11%,3.11%,2.80%,"4,289,280","개인고객부, 02-2002-5391부동산금융부, 02-2002-3319",https://spot.wooribank.com/pot/Dream?withyou=po,15885000,"영업점,모집인","-인지세:해당세액의50%(대출금액5천만원이하시없음)-주택신보출연료:0.16%-질권설정,채권양도통지비용:3만원",-고정금리:주택상환금액×0.7%×(대출잔액일수÷3년)-변동금리:주택상환금액×0.6%×(대출잔액일수÷3년),-적용금리+3%(최고연체이자율:12%),0,0,0,0,50,0,0,50
10001,10562,우리은행,우리전세론(서울보증),최대5억원,원금분할상환,변동금리,3.11%,3.11%,2.80%,"4,288,195","개인고객부, 02-2002-5391부동산금융부, 02-2002-3319",https://spot.wooribank.com/pot/Dream?withyou=po,15885000,"영업점,모집인","-인지세:해당세액의50%(대출금액5천만원이하시없음)-주택신보출연료:0.16%-질권설정,채권양도통지비용:3만원",-고정금리:주택상환금액×0.7%×(대출잔액일수÷3년)-변동금리:주택상환금액×0.6%×(대출잔액일수÷3년),-적용금리+3%(최고연체이자율:12%),0,0,0,0,50,0,0,50
10002,SC002013SC002003,한국스탠다드차타드은행,전세담보대출,최대5억원,만기일시상환,변동금리,3.13%,3.53%,2.91%,"4,409,167","수신상품부(예적금), 02-3702-3874신용여신부(신용대출), 02-3702-4763담보여신부(담보대출), 02-3702-4202카드상품부(카드론),02-3702-4613",http://www.standardchartered.co.kr,15881599,"영업점,스마트폰",인지세:해당세액의50%(대출금액5천만원이하시없음),중도상환금액×0.7%×(대출잔여일수÷대출기간총일수),대출금리+연3%(최고연체이자율:연15%),0,0,0,0,50,0,0,50
10020,14201126,제주은행,주택전세자금대출,임차보증금의80%범위내,만기일시상환,변동금리,3.14%,3.84%,2.97%,"4,414,167","영업추진본부, 064-720-0287",https://e-jejubank.com,15880079,영업점,인지세50%,중도상환금액×0.9%×대출잔여일수/대출기간,적용금리+3%최고적용15%,0,0,0,0,50,0,0,50
14807,1151,수협은행,Sh전세보증대출(주택금융공사),최대2.22억원,만기일시상환,변동금리,3.18%,3.38%,2.98%,"4,415,000","개인금융부(수신), 02-2240-0391개인금융부(여신), 02-2240-0273",http://www.suhyup-bank.com,15881515,"영업점,모집인",1.인지세:해당세액의50%2.주택신보보증료,중도상환금액X수수료율*X(대출잔여일수/대출기간**)*0.6%(고정금리인경우0.7%)**대출기간이3년을초과하는경우3년,대출금리+연3%(최고:연15%),0,0,0,0,50,0,0,50
14807,1151,수협은행,Sh전세보증대출(주택금융공사),최대2.22억원,원리금분할상환,변동금리,3.18%,3.38%,-,-,"개인금융부(수신), 02-2240-0391개인금융부(여신), 02-2240-0273",http://www.suhyup-bank.com,15881515,"영업점,모집인",1.인지세:해당세액의50%2.주택신보보증료,중도상환금액X수수료율*X(대출잔여일수/대출기간**)*0.6%(고정금리인경우0.7%)**대출기간이3년을초과하는경우3년,대출금리+연3%(최고:연15%),0,0,0,0,50,0,0,50
14807,1151,수협은행,Sh전세보증대출(주택금융공사),최대2.22억원,원금분할상환,변동금리,3.18%,3.38%,-,-,"개인금융부(수신), 02-2240-0391개인금융부(여신), 02-2240-0273",http://www.suhyup-bank.com,15881515,"영업점,모집인",1.인지세:해당세액의50%2.주택신보보증료,중도상환금액X수수료율*X(대출잔여일수/대출기간**)*0.6%(고정금리인경우0.7%)**대출기간이3년을초과하는경우3년,대출금리+연3%(최고:연15%),0,0,0,0,50,0,0,50
10633,300018,삼성화재해상보험주식회사,삼성전세론,"min(보증금80%,시세80%)(단,공공임대건은보증금95%)",만기일시상환,고정금리,3.19%,5.59%,3.79%,"4,482,500","융자기획파트,02-758-7231대출상담,1588-7444",http://www.samsungfire.com,15885114,"영업점,모집인",인지세(50%)질권통지비용,"1.3%,1.5%,1.8%,2%중도상환금액×수수료율×잔여부과일/총부과일",대출금리+3%최고17%한도,0,0,0,0,50,0,0,50
13909,0300326201001,하나은행,우량주택전세론,500백만원,만기일시상환,변동금리,3.19%,4.49%,3.34%,"4,445,000",가계수신(예금) 02-2002-1184(Daily Banking본부)가계여신(대출) 02-2002-1249(Borrowing본부),http://www.hanabank.com,15991111,"영업점,모집인","1.인지세:50%2.질권설정통지비용:30,000원",중도상환금액×0.7%×(대출잔여일수÷대출기간)※대출기간:대출약정일로최장3년,적용금리+3%(최고15%),0,0,0,0,50,0,0,50
10001,10562,우리은행,우리전세론(서울보증),최대5억원,만기일시상환,변동금리,3.21%,3.21%,2.91%,"4,409,167","개인고객부, 02-2002-5391부동산금융부, 02-2002-3319",https://spot.wooribank.com/pot/Dream?withyou=po,15885000,"영업점,모집인","-인지세:해당세액의50%(대출금액5천만원이하시없음)-주택신보출연료:0.16%-질권설정,채권양도통지비용:3만원",-고정금리:주택상환금액×0.7%×(대출잔액일수÷3년)-변동금리:주택상환금액×0.6%×(대출잔액일수÷3년),-적용금리+3%(최고연체이자율:12%),0,0,0,0,50,0,0,50
10020,14201127,제주은행,JJB일반전세자금대출,임차보증금의80%범위내최고222백만원,만기일시상환,변동금리,3.21%,3.91%,3.35%,"4,445,834","영업추진본부, 064-720-0287",https://e-jejubank.com,15880079,영업점,"주택금융공사보증료0.4%,인지세50%",중도상환금액×0.9%×대출잔여일수/대출기간,적용금리+3%최고적용15%,0,0,0,0,50,0,0,50
10026,212020112,중소기업은행,IBK안심전세대출,최대4억원,만기일시상환,변동금리,3.22%,3.22%,2.69%,"4,390,834",개인고객부(개인수신) 02-729-7466 개인여신부(개인여신) 02-2031-5680,http://www.ibk.co.kr,15662566,"영업점,모집인",인지세:해당세액의50%(대출금액5천만원미만시없음)질권설정통지비용,"중도상환금액x수수료율*x(대출잔여일수÷대출기간)*고정금리0.8%,변동금리0.5%",대출금리+3.0%(최고연체이자율:11%),0,0,0,0,50,0,0,50
11625,WR0002B,신한은행,신한전세대출(서울보증),-최대:500백만원,원리금분할상환,변동금리,3.23%,3.83%,3.15%,"4,304,759",개인고객부 02-2151-3536(수신)개인고객부 02-2151-2757(여신),http://www.shinhan.com,15778000,"영업점,모집인",-질권설정통지수수료-인지세:해당세액의50%(대출금액5천만원이하시없음),"-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리0.8%,변동금리0.7%)*(대출잔여일수/대출기간)",-1개월이내:대출금리+3%-3개월이내:대출금리+3%-3개월초과:대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
11625,WR0002B,신한은행,신한전세대출(서울보증),-최대:500백만원,원금분할상환,변동금리,3.23%,3.83%,3.15%,"4,303,386",개인고객부 02-2151-3536(수신)개인고객부 02-2151-2757(여신),http://www.shinhan.com,15778000,"영업점,모집인",-질권설정통지수수료-인지세:해당세액의50%(대출금액5천만원이하시없음),"-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리0.8%,변동금리0.7%)*(대출잔여일수/대출기간)",-1개월이내:대출금리+3%-3개월이내:대출금리+3%-3개월초과:대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
11625,WR0002B,신한은행,신한전세대출(서울보증),-최대:500백만원,만기일시상환,변동금리,3.26%,3.86%,3.18%,"4,431,667",개인고객부 02-2151-3536(수신)개인고객부 02-2151-2757(여신),http://www.shinhan.com,15778000,"영업점,모집인",-질권설정통지수수료-인지세:해당세액의50%(대출금액5천만원이하시없음),"-중도상환해약금:중도상환대출금*중도상환해약금률(고정금리0.8%,변동금리0.7%)*(대출잔여일수/대출기간)",-1개월이내:대출금리+3%-3개월이내:대출금리+3%-3개월초과:대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
10022,WR0001A,전북은행,BEST전세자금대출,"최저1천만원,최고5억원이내",만기일시상환,변동금리,3.26%,4.56%,3.70%,"4,475,000","영업추진부 수신지원팀,063-250-7041영업추진부 여신지원팀,063-250-7370",https://www.jbbank.co.kr/EFINANCE_MAIN.act,15884477,"영업점,모집인",인지세,"상환금액×수수료율(잔여일1년미만0.8%,1년초과1.8%)×대출잔여일수÷대출기간(최장3년)",대출금리+3%(최고연체이자율:15%),0,0,0,0,50,0,0,50
10017,126,부산은행,BNK행복스케치전세자금대출,최대222백만원,만기일시상환,변동금리,3.27%,3.77%,2.91%,"4,409,167","마케팅추진부, 051-620-3339여신기획부, 051-620-3423",http://www.busanbank.co.kr,15886200,"영업점,모집인",1.인지세:50%2.보증료:보증금액의0.20%,중도상환금액X수수료율*X(대출잔여일수÷대출기간**)*수수료율:1.00%**대출기간이3년을초과하는경우3년,3개월이하:대출금리+6.0%3개월초과:대출금리+7.0%(최고연체이자율:15.0%),0,0,0,0,50,0,0,50
10017,126,부산은행,BNK행복스케치전세자금대출,최대222백만원,원리금분할상환,변동금리,3.27%,3.77%,-,-,"마케팅추진부, 051-620-3339여신기획부, 051-620-3423",http://www.busanbank.co.kr,15886200,"영업점,모집인",1.인지세:50%2.보증료:보증금액의0.20%,중도상환금액X수수료율*X(대출잔여일수÷대출기간**)*수수료율:1.00%**대출기간이3년을초과하는경우3년,3개월이하:대출금리+6.0%3개월초과:대출금리+7.0%(최고연체이자율:15.0%),0,0,0,0,50,0,0,50
10017,126,부산은행,BNK행복스케치전세자금대출,최대222백만원,원금분할상환,변동금리,3.27%,3.77%,-,-,"마케팅추진부, 051-620-3339여신기획부, 051-620-3423",http://www.busanbank.co.kr,15886200,"영업점,모집인",1.인지세:50%2.보증료:보증금액의0.20%,중도상환금액X수수료율*X(대출잔여일수÷대출기간**)*수수료율:1.00%**대출기간이3년을초과하는경우3년,3개월이하:대출금리+6.0%3개월초과:대출금리+7.0%(최고연체이자율:15.0%),0,0,0,0,50,0,0,50
10026,212020007,중소기업은행,임차자금,최대2.2억원,만기일시상환,변동금리,3.28%,3.28%,2.91%,"4,409,167",개인고객부(개인수신) 02-729-7466 개인여신부(개인여신) 02-2031-5680,http://www.ibk.co.kr,15662566,"영업점,모집인",인지세:해당세액의50%(대출금액5천만원미만시없음)주택신보보증료,"중도상환금액x수수료율*x(대출잔여일수÷대출기간)*고정금리0.8%,변동금리0.5%",대출금리+3.0%(최고연체이자율:11%),0,0,0,0,50,0,0,50
10026,212020007,중소기업은행,임차자금,최대2.2억원,원리금분할상환,변동금리,3.28%,3.28%,2.80%,"4,289,280",개인고객부(개인수신) 02-729-7466 개인여신부(개인여신) 02-2031-5680,http://www.ibk.co.kr,15662566,"영업점,모집인",인지세:해당세액의50%(대출금액5천만원미만시없음)주택신보보증료,"중도상환금액x수수료율*x(대출잔여일수÷대출기간)*고정금리0.8%,변동금리0.5%",대출금리+3.0%(최고연체이자율:11%),0,0,0,0,50,0,0,50
10026,212020007,중소기업은행,임차자금,최대2.2억원,원금분할상환,변동금리,3.28%,3.28%,2.80%,"4,288,195",개인고객부(개인수신) 02-729-7466 개인여신부(개인여신) 02-2031-5680,http://www.ibk.co.kr,15662566,"영업점,모집인",인지세:해당세액의50%(대출금액5천만원미만시없음)주택신보보증료,"중도상환금액x수수료율*x(대출잔여일수÷대출기간)*고정금리0.8%,변동금리0.5%",대출금리+3.0%(최고연체이자율:11%),0,0,0,0,50,0,0,50
13175,2001109030001,농협은행주식회사,NH전세대출(주택도시보증공사),4억원,만기일시상환,변동금리,3.30%,3.60%,-,-,"마케팅전략부, 02-2080-8787(여신), 8770(수신)",https://banking.nonghyup.com,16613000,"영업점,모집인",1.인지세-해당세액의50%2.보증료-전세보증금반환보증료+전세자금대출특약보증료,"중도상환원금×적용요율×(대출기간-경과일수)÷대출기간-대출기간:3년을초과하는경우3년-적용요율:고정금리0.7%,변동금리0.6%",연체기간에관계없이대출금리+3%최대연15%,0,0,0,0,50,0,0,50
14807,1130,수협은행,공공주택임차보증금담보대출,최대5억원,만기일시상환,변동금리,3.30%,3.50%,3.17%,"4,430,834","개인금융부(수신), 02-2240-0391개인금융부(여신), 02-2240-0273",http://www.suhyup-bank.com,15881515,"영업점,모집인",1.인지세:해당세액의50%,중도상환금액X수수료율*X(대출잔여일수/대출기간**)*0.6%(고정금리인경우0.7%)**대출기간이3년을초과하는경우3년,대출금리+연3%(최고:연15%),0,0,0,0,50,0,0,50
14807,1130,수협은행,공공주택임차보증금담보대출,최대5억원,원리금분할상환,변동금리,3.30%,3.50%,-,-,"개인금융부(수신), 02-2240-0391개인금융부(여신), 02-2240-0273",http://www.suhyup-bank.com,15881515,"영업점,모집인",1.인지세:해당세액의50%,중도상환금액X수수료율*X(대출잔여일수/대출기간**)*0.6%(고정금리인경우0.7%)**대출기간이3년을초과하는경우3년,대출금리+연3%(최고:연15%),0,0,0,0,50,0,0,50
14807,1130,수협은행,공공주택임차보증금담보대출,최대5억원,원금분할상환,변동금리,3.30%,3.50%,-,-,"개인금융부(수신), 02-2240-0391개인금융부(여신), 02-2240-0273",http://www.suhyup-bank.com,15881515,"영업점,모집인",1.인지세:해당세액의50%,중도상환금액X수수료율*X(대출잔여일수/대출기간**)*0.6%(고정금리인경우0.7%)**대출기간이3년을초과하는경우3년,대출금리+연3%(최고:연15%),0,0,0,0,50,0,0,50
13175,2001108330001,농협은행주식회사,NH전세대출(주택금융공사),2억22백만원,원금분할상환,변동금리,3.32%,3.62%,-,-,"마케팅전략부, 02-2080-8787(여신), 8770(수신)",https://banking.nonghyup.com,16613000,"영업점,모집인",1.인지세-해당세액의50%2.보증료-대출금액의90%×보증료율,"중도상환원금×적용요율×(대출기간-경과일수)÷대출기간-대출기간:3년을초과하는경우3년-적용요율:고정금리0.7%,변동금리0.6%",연체기간에관계없이대출금리+3%최대연15%,0,0,0,0,50,0,0,50
13175,2001108330001,농협은행주식회사,NH전세대출(주택금융공사),2억22백만원,만기일시상환,변동금리,3.32%,3.62%,-,-,"마케팅전략부, 02-2080-8787(여신), 8770(수신)",https://banking.nonghyup.com,16613000,"영업점,모집인",1.인지세-해당세액의50%2.보증료-대출금액의90%×보증료율,"중도상환원금×적용요율×(대출기간-경과일수)÷대출기간-대출기간:3년을초과하는경우3년-적용요율:고정금리0.7%,변동금리0.6%",연체기간에관계없이대출금리+3%최대연15%,0,0,0,0,50,0,0,50
13175,2001108330001,농협은행주식회사,NH전세대출(주택금융공사),2억22백만원,원리금분할상환,변동금리,3.32%,3.62%,-,-,"마케팅전략부, 02-2080-8787(여신), 8770(수신)",https://banking.nonghyup.com,16613000,"영업점,모집인",1.인지세-해당세액의50%2.보증료-대출금액의90%×보증료율,"중도상환원금×적용요율×(대출기간-경과일수)÷대출기간-대출기간:3년을초과하는경우3년-적용요율:고정금리0.7%,변동금리0.6%",연체기간에관계없이대출금리+3%최대연15%,0,0,0,0,50,0,0,50
10927,KB200331500005,국민은행,KB주택전세자금대출,2.22억원,만기일시상환,변동금리,3.36%,4.36%,2.97%,"4,414,167","(예금)수신상품부, 02-2073-5424(대출)개인여신부, 02-2073-5496",http://www.kbstar.com,15889999,"영업점,모집인",ㅇ인지세:해당세액의50%ㅇ주택신보보증료,중도상환금액×0.6%×(대출잔여일수÷3년),대출금리+3.0%최고연체이자율:15%,0,0,0,0,50,0,0,50
